Circular 	Gene
hsa_circ_0060688	ARFGEF2
hsa_circ_0060741	CSE1L
hsa_circ_0064269	IRAK2
hsa_circ_0037081	LRRK1
hsa_circ_0037563	SRRM2
hsa_circ_0070629	SEC24B
hsa_circ_0043415	MED1
hsa_circ_0034384	AQR
hsa_circ_0036911	PRC1
hsa_circ_0044897	TUBD1
hsa_circ_0037675	CREBBP
hsa_circ_0032405	PCNX
hsa_circ_0031938	TXNDC16
hsa_circ_0053704	BIRC6
hsa_circ_0088557	RABEPK
hsa_circ_0069247	QDPR
hsa_circ_0013098	PKN2
hsa_circ_0054430	SRBD1
hsa_circ_0085170	GRHL2
hsa_circ_0039670	CNOT1
hsa_circ_0003272	AGAP1
hsa_circ_0003851	HECW1
hsa_circ_0059920	AHCY
hsa_circ_0031987	GMFB
hsa_circ_0026879	ESYT1
hsa_circ_0061210	PRPF6
hsa_circ_0083173	DNAJB6
hsa_circ_0091335	PAK3
hsa_circ_0068563	XXYLT1
hsa_circ_0092354	SNAPC4
hsa_circ_0034258	HERC2
hsa_circ_0053045	ASXL2
hsa_circ_0091665	ATP11C
hsa_circ_0071688	SLC12A7
hsa_circ_0045829	JMJD6
hsa_circ_0011142	PHACTR4
hsa_circ_0055320	WDR54
hsa_circ_0009908	MFN2
hsa_circ_0044342	CDK5RAP3
hsa_circ_0024301	IL18
hsa_circ_0072477	SKIV2L2
hsa_circ_0025095	VWF
hsa_circ_0068943	ADD1
hsa_circ_0051508	VASP
hsa_circ_0008696	ASAP1
hsa_circ_0036187	PKM2
hsa_circ_0041861	POLR2A
hsa_circ_0031427	SCFD1
hsa_circ_0028730	GCN1L1
hsa_circ_0074566	DCTN4
hsa_circ_0034879	TTBK2
hsa_circ_0047348	B4GALT6
hsa_circ_0092023	FLNA
hsa_circ_0055677	KANSL3
hsa_circ_0004654	MOCOS
hsa_circ_0016088	ATP2B4
hsa_circ_0052406	UBE2M
hsa_circ_0042116	COX10
hsa_circ_0017972	PIP4K2A
hsa_circ_0028902	RNF10
hsa_circ_0032864	EML5
hsa_circ_0038344	C16orf62
hsa_circ_0050186	SUGP2
hsa_circ_0009765	EXOSC10
hsa_circ_0003660	ARHGEF9
hsa_circ_0005092	IPO7
hsa_circ_0009210	HES4
hsa_circ_0016495	IARS2
hsa_circ_0011872	MFSD2A
hsa_circ_0086688	UBAP2
hsa_circ_0017580	GDI2
hsa_circ_0010270	UBR4
hsa_circ_0033719	None
hsa_circ_0057114	RAPGEF4
hsa_circ_0027820	NEDD1
hsa_circ_0037464	PKD1
hsa_circ_0073025	FAM169A
hsa_circ_0067840	SMC4
hsa_circ_0038851	EIF3C
hsa_circ_0037508	RNPS1
hsa_circ_0076489	SRF
hsa_circ_0087291	TLE4
hsa_circ_0014153	RFX5
hsa_circ_0037385	RPS2
hsa_circ_0091039	OGT
hsa_circ_0027706	ATP2B1
hsa_circ_0036413	ETFA
hsa_circ_0009543	CAMTA1
hsa_circ_0034280	TJP1
hsa_circ_0072230	NUP155
hsa_circ_0067652	ATR
hsa_circ_0049154	ZNF561
hsa_circ_0071733	TCONS_l2_00023635
hsa_circ_0022778	SYVN1
hsa_circ_0054393	LRPPRC
hsa_circ_0032071	PSMA3
hsa_circ_0011975	PPIH
hsa_circ_0072428	EMB
hsa_circ_0021520	LGR4
hsa_circ_0011593	CLSPN
hsa_circ_0085248	UBR5
hsa_circ_0015394	RASAL2
hsa_circ_0047713	SMAD4
hsa_circ_0001811	STAU2
hsa_circ_0035637	CA12
hsa_circ_0084517	TCEA1
hsa_circ_0029396	SLC15A4
hsa_circ_0049679	CACNA1A
hsa_circ_0051022	TIMM50
hsa_circ_0054489	FBXO11
hsa_circ_0008019	ALG8
hsa_circ_0035139	FBN1
hsa_circ_0060794	ZNFX1
hsa_circ_0087943	EPB41L4B
hsa_circ_0078992	None
hsa_circ_0041836	ACAP1
hsa_circ_0040419	DHX38
hsa_circ_0046836	NDUFV2
hsa_circ_0090017	PDHA1
hsa_circ_0067796	SSR3
hsa_circ_0036468	IREB2
hsa_circ_0066427	CADPS
hsa_circ_0058039	SPAG16
hsa_circ_0087882	CTNNAL1
hsa_circ_0082906	CDK5
hsa_circ_0033587	BRF1
hsa_circ_0043522	WIPF2
hsa_circ_0056625	LRP1B
hsa_circ_0076111	ZNF76
hsa_circ_0085290	SLC25A32
hsa_circ_0088949	NUP188
hsa_circ_0072481	SKIV2L2
hsa_circ_0010628	HSPG2
hsa_circ_0092086	PLXNA3
hsa_circ_0076498	CUL9
hsa_circ_0027827	SLC25A3
hsa_circ_0068171	YEATS2
hsa_circ_0011936	CTPS
hsa_circ_0007148	FNDC3B
hsa_circ_0053920	LTBP1
hsa_circ_0059527	DZANK1
hsa_circ_0014601	YY1AP1
hsa_circ_0028298	ACAD10
hsa_circ_0010803	KDM1A
hsa_circ_0011281	SERINC2
hsa_circ_0015813	NR5A2
hsa_circ_0087148	TJP2
hsa_circ_0048024	NFATC1
hsa_circ_0051808	FTL
hsa_circ_0068206	YEATS2
hsa_circ_0000600	TRPM7
hsa_circ_0064951	ULK4
hsa_circ_0031104	PARP2
hsa_circ_0025009	ADIPOR2
hsa_circ_0003471	ANKRD10
hsa_circ_0032195	MTHFD1
hsa_circ_0007239	FLJ43663
hsa_circ_0052801	DDX1
hsa_circ_0029274	TCTN2
hsa_circ_0037686	ADCY9
hsa_circ_0013389	GPSM2
hsa_circ_0052986	ITSN2
hsa_circ_0064466	ZFYVE20
hsa_circ_0038929	KIF22
hsa_circ_0087305	TLE4
hsa_circ_0088741	CIZ1
hsa_circ_0067498	DZIP1L
hsa_circ_0083145	UBE3C
hsa_circ_0013151	RPAP2
hsa_circ_0088338	GSN
hsa_circ_0059775	KIF3B
hsa_circ_0017896	STAM
hsa_circ_0046582	TBCD
hsa_circ_0048187	SBNO2
hsa_circ_0052931	KLHL29
hsa_circ_0054420	SRBD1
hsa_circ_0005955	DYRK1A
hsa_circ_0075932	None
hsa_circ_0003067	PHLDB2
hsa_circ_0072952	FCHO2
hsa_circ_0032843	SEL1L
hsa_circ_0015256	METTL13
hsa_circ_0011429	RBBP4
hsa_circ_0001464	SLC12A7
hsa_circ_0044229	CDC27
hsa_circ_0082532	NUP205
hsa_circ_0006210	TCONS_00018600
hsa_circ_0048888	C3
hsa_circ_0031292	NGDN
hsa_circ_0028795	GCN1L1
hsa_circ_0014051	SETDB1
hsa_circ_0032933	TTC7B
hsa_circ_0039798	LRRC29
hsa_circ_0053808	BIRC6
hsa_circ_0060022	TRPC4AP
hsa_circ_0017761	NUDT5
hsa_circ_0046249	P4HB
hsa_circ_0068827	DGKQ
hsa_circ_0077044	COL12A1
hsa_circ_0028779	GCN1L1
hsa_circ_0073452	RHOBTB3
hsa_circ_0089130	ABL1
hsa_circ_0074163	CTNNA1
hsa_circ_0008328	ATP6V1H
hsa_circ_0004189	C9orf41
hsa_circ_0001001	FBXO11
hsa_circ_0047570	ATP5A1
hsa_circ_0010910	NIPAL3
hsa_circ_0018554	CCAR1
hsa_circ_0090133	ZFX
hsa_circ_0017353	TRIM58
hsa_circ_0073791	FBN2
hsa_circ_0055048	GFPT1
hsa_circ_0054218	LOC728730
hsa_circ_0018871	CAMK2G
hsa_circ_0064958	ULK4
hsa_circ_0037548	AMDHD2
hsa_circ_0057056	DCAF17
hsa_circ_0074831	UBLCP1
hsa_circ_0024031	HEPHL1
hsa_circ_0018533	SLC25A16
hsa_circ_0017748	DHTKD1
hsa_circ_0020240	ATE1
hsa_circ_0060125	NFS1
hsa_circ_0084261	PRKDC
hsa_circ_0023926	PICALM
hsa_circ_0038581	COG7
hsa_circ_0024116	DYNC2H1
hsa_circ_0091808	HCFC1
hsa_circ_0065564	QARS
hsa_circ_0037638	TRAP1
hsa_circ_0002557	FARP1
hsa_circ_0026901	SMARCC2
hsa_circ_0016633	DNAH14
hsa_circ_0069848	REST
hsa_circ_0021390	PIK3C2A
hsa_circ_0026012	HDAC7
hsa_circ_0025485	LRP6
hsa_circ_0035763	HERC1
hsa_circ_0010768	HSPG2
hsa_circ_0026215	CERS5
hsa_circ_0048165	POLR2E
hsa_circ_0009728	PGD
hsa_circ_0006432	FNIP2
hsa_circ_0057560	SLC39A10
hsa_circ_0040616	PLCG2
hsa_circ_0039602	C16orf57
hsa_circ_0016990	PCNXL2
hsa_circ_0023803	NARS2
hsa_circ_0013455	PSMA5
hsa_circ_0052313	LOC100293516
hsa_circ_0001531	HSPA4
hsa_circ_0069590	SLC30A9
hsa_circ_0011713	CDCA8
hsa_circ_0059994	NCOA6
hsa_circ_0048003	ATP9B
hsa_circ_0036690	ABHD2
hsa_circ_0046329	FASN
hsa_circ_0082649	UBN2
hsa_circ_0069475	RPL9
hsa_circ_0042776	GIT1
hsa_circ_0046613	LRRC37A
hsa_circ_0026613	AAAS
hsa_circ_0000819	B3GNTL1
hsa_circ_0053153	SLC5A6
hsa_circ_0019517	WNT8B
hsa_circ_0053845	BIRC6
hsa_circ_0091312	COL4A5
hsa_circ_0027885	UTP20
hsa_circ_0063940	PPP6R2
hsa_circ_0059235	VPS16
hsa_circ_0066645	TBC1D23
hsa_circ_0013799	None
hsa_circ_0046576	TBCD
hsa_circ_0018517	DNA2
hsa_circ_0061641	SIM2
hsa_circ_0075510	PRPF4B
hsa_circ_0017489	PFKP
hsa_circ_0086177	ZNF252
hsa_circ_0067191	SEC61A1
hsa_circ_0059434	JAG1
hsa_circ_0017677	TAF3
hsa_circ_0008226	RASGRF2
hsa_circ_0064569	NKIRAS1
hsa_circ_0021325	COPB1
hsa_circ_0018005	ABI1
hsa_circ_0001817	VPS13B
hsa_circ_0061293	USP25
hsa_circ_0038568	COG7
hsa_circ_0037426	TSC2
hsa_circ_0085893	NRBP2
hsa_circ_0018020	ANKRD26
hsa_circ_0060812	SLC9A8
hsa_circ_0071729	LPCAT1
hsa_circ_0049225	DNMT1
hsa_circ_0089538	SEC16A
hsa_circ_0068592	SDHAP1
hsa_circ_0020100	GFRA1
hsa_circ_0066737	BBX
hsa_circ_0044002	None
hsa_circ_0052934	ATAD2B
hsa_circ_0080929	CACNA2D1
hsa_circ_0079489	ANKMY2
hsa_circ_0001173	VAPB
hsa_circ_0019649	C10orf76
hsa_circ_0046684	ENOSF1
hsa_circ_0040247	SF3B3
hsa_circ_0053943	RASGRP3
hsa_circ_0022274	DDB1
hsa_circ_0070367	PTPN13
hsa_circ_0031294	THTPA
hsa_circ_0088333	CNTRL
hsa_circ_0056244	PTPN4
hsa_circ_0057798	BMPR2
hsa_circ_0070946	PHF17
hsa_circ_0010837	KDM1A
hsa_circ_0073760	SLC12A2
hsa_circ_0023465	ARAP1
hsa_circ_0055353	LOXL3
hsa_circ_0091152	PGK1
hsa_circ_0017294	SMYD3
hsa_circ_0048601	SH3GL1
hsa_circ_0071204	LRBA
hsa_circ_0064100	RAD18
hsa_circ_0021183	IPO7
hsa_circ_0010918	SRRM1
hsa_circ_0025032	FOXM1
hsa_circ_0069220	RAB28
hsa_circ_0042494	WSB1
hsa_circ_0068601	TFRC
hsa_circ_0035110	B2M
hsa_circ_0030424	TBC1D4
hsa_circ_0072483	SKIV2L2
hsa_circ_0030009	FAM48A
hsa_circ_0055438	C2orf68
hsa_circ_0079441	PHF14
hsa_circ_0058378	SPEG
hsa_circ_0074049	SMAD5
hsa_circ_0008257	HADHB
hsa_circ_0010735	HSPG2
hsa_circ_0000849	DYM
hsa_circ_0021468	UEVLD
hsa_circ_0045589	ATP5H
hsa_circ_0016612	DNAH14
hsa_circ_0001429	MANBA
hsa_circ_0076492	CUL9
hsa_circ_0069837	SRP72
hsa_circ_0030652	MBNL2
hsa_circ_0028789	GCN1L1
hsa_circ_0046528	TBCD
hsa_circ_0079645	HNRNPA2B1
hsa_circ_0081919	LAMB1
hsa_circ_0028630	RFC5
hsa_circ_0062627	GGT1
hsa_circ_0054333	LRPPRC
hsa_circ_0063802	CELSR1
hsa_circ_0072029	CDH10
hsa_circ_0017572	FAM208B
hsa_circ_0002301	HECTD1
hsa_circ_0088401	RABGAP1
hsa_circ_0062978	FBXO7
hsa_circ_0088820	GLE1
hsa_circ_0000403	ZNF385A
hsa_circ_0007472	None
hsa_circ_0074026	PITX1
hsa_circ_0020207	PPAPDC1A
hsa_circ_0051313	MEGF8
hsa_circ_0091334	AMMECR1
hsa_circ_0080587	GTF2IRD1
hsa_circ_0062124	DIP2A
hsa_circ_0084825	WWP1
hsa_circ_0074042	TGFBI
hsa_circ_0043519	RAPGEFL1
hsa_circ_0033062	IFI27
hsa_circ_0035842	OAZ2
hsa_circ_0008396	LOC541473
hsa_circ_0034471	THBS1
hsa_circ_0038966	TAOK2
hsa_circ_0028191	ANAPC7
hsa_circ_0013056	CTBS
hsa_circ_0034467	THBS1
hsa_circ_0041517	ZZEF1
hsa_circ_0077063	COL12A1
hsa_circ_0019556	LZTS2
hsa_circ_0067550	COPB2
hsa_circ_0065360	PLXNB1
hsa_circ_0003854	PER2
hsa_circ_0046850	ANKRD12
hsa_circ_0040456	GLG1
hsa_circ_0016308	LOC148696
hsa_circ_0041142	TCONS_l2_00010437
hsa_circ_0048023	NFATC1
hsa_circ_0090633	SMC1A
hsa_circ_0032576	LTBP2
hsa_circ_0006437	SLC7A6
hsa_circ_0082558	DGKI
hsa_circ_0084457	PRKDC
hsa_circ_0039253	PHKB
hsa_circ_0085939	GRINA
hsa_circ_0015151	TBX19
hsa_circ_0032801	SNW1
hsa_circ_0081085	COL1A2
hsa_circ_0086092	CPSF1
hsa_circ_0055708	FAM178B
hsa_circ_0085922	PLEC
hsa_circ_0003884	BRAP
hsa_circ_0036871	BLM
hsa_circ_0076786	ELOVL5
hsa_circ_0055532	KDM3A
hsa_circ_0078867	None
hsa_circ_0019681	PPRC1
hsa_circ_0033190	WARS
hsa_circ_0068992	HTT
hsa_circ_0086985	TMEM8B
hsa_circ_0024475	ARCN1
hsa_circ_0004896	EXOSC1
hsa_circ_0044995	BCAS3
hsa_circ_0061535	SON
hsa_circ_0073930	VDAC1
hsa_circ_0063255	EIF3L
hsa_circ_0066407	PTPRG
hsa_circ_0030672	IPO5
hsa_circ_0039356	CHD9
hsa_circ_0040214	DDX19A
hsa_circ_0089262	MED27
hsa_circ_0008753	LIMS3-LOC440895
hsa_circ_0064639	RBMS3
hsa_circ_0024037	MRE11A
hsa_circ_0013882	TXNIP
hsa_circ_0051357	PLAUR
hsa_circ_0062921	SFI1
hsa_circ_0027542	CNOT2
hsa_circ_0055923	FHL2
hsa_circ_0075254	AGXT2L2
hsa_circ_0085364	EIF3H
hsa_circ_0025308	PHB2
hsa_circ_0054718	USP34
hsa_circ_0026050	ADCY6
hsa_circ_0075175	LMAN2
hsa_circ_0066386	ABHD6
hsa_circ_0031752	KLHL28
hsa_circ_0053489	BIRC6
hsa_circ_0086110	TONSL
hsa_circ_0011596	EIF2C4
hsa_circ_0055011	PLEK
hsa_circ_0045362	PRKCA
hsa_circ_0032978	TRIP11
hsa_circ_0036175	MYO9A
hsa_circ_0082660	LUC7L2
hsa_circ_0054593	RTN4
hsa_circ_0023346	SHANK2
hsa_circ_0053427	SLC30A6
hsa_circ_0075150	NSD1
hsa_circ_0040183	AARS
hsa_circ_0053735	BIRC6
hsa_circ_0088616	FAM125B
hsa_circ_0033101	ATG2B
hsa_circ_0065700	APEH
hsa_circ_0067041	PTPLB
hsa_circ_0015348	RFWD2
hsa_circ_0071243	LRBA
hsa_circ_0068440	ETV5
hsa_circ_0002659	TCONS_l2_00026970
hsa_circ_0012108	ST3GAL3
hsa_circ_0034387	AQR
hsa_circ_0068531	ATP13A3
hsa_circ_0059753	TM9SF4
hsa_circ_0090833	GNL3L
hsa_circ_0087931	C9orf5
hsa_circ_0072372	FBXO4
hsa_circ_0004675	KCNJ6
hsa_circ_0010078	PLEKHM2
hsa_circ_0084935	DPY19L4
hsa_circ_0061912	AGPAT3
hsa_circ_0075507	PRPF4B
hsa_circ_0089299	DDX31
hsa_circ_0082518	NUP205
hsa_circ_0018688	CDH23
hsa_circ_0050769	ZNF260
hsa_circ_0029061	VPS33A
hsa_circ_0026708	HNRNPA1
hsa_circ_0051705	SEPW1
hsa_circ_0072165	NIPBL
hsa_circ_0059310	ATRN
hsa_circ_0079591	IGF2BP3
hsa_circ_0072143	DNAJC21
hsa_circ_0073038	HMGCR
hsa_circ_0078665	RNASET2
hsa_circ_0078573	IGF2R
hsa_circ_0017764	NUDT5
hsa_circ_0000599	USP8
hsa_circ_0069293	SLIT2
hsa_circ_0006939	INTS3
hsa_circ_0072150	SKP2
hsa_circ_0016080	ATP2B4
hsa_circ_0067366	DNAJC13
hsa_circ_0040983	C16orf7
hsa_circ_0086906	TLN1
hsa_circ_0069284	LCORL
hsa_circ_0048185	SBNO2
hsa_circ_0020194	MCMBP
hsa_circ_0070381	AFF1
hsa_circ_0024620	ARHGEF12
hsa_circ_0005515	DMTF1
hsa_circ_0067277	COPG
hsa_circ_0042906	NF1
hsa_circ_0015059	DDR2
hsa_circ_0000151	RCSD1
hsa_circ_0029027	PSMD9
hsa_circ_0026853	ESYT1
hsa_circ_0040549	ADAT1
hsa_circ_0034838	STARD9
hsa_circ_0067335	PIK3R4
hsa_circ_0091555	TCONS_l2_00030860
hsa_circ_0052629	ROCK2
hsa_circ_0023980	CTSC
hsa_circ_0034486	THBS1
hsa_circ_0019271	TCTN3
hsa_circ_0014175	POGZ
hsa_circ_0073624	YTHDC2
hsa_circ_0030369	DIAPH3
hsa_circ_0016087	ATP2B4
hsa_circ_0077973	MAP3K5
hsa_circ_0061553	CRYZL1
hsa_circ_0086190	DOCK8
hsa_circ_0077791	TRMT11
hsa_circ_0068460	EIF4A2
hsa_circ_0043053	MYO1D
hsa_circ_0056291	CLASP1
hsa_circ_0011624	EIF2C1
hsa_circ_0020518	PPP2R2D
hsa_circ_0004657	ERC1
hsa_circ_0059332	C20orf29
hsa_circ_0059457	TASP1
hsa_circ_0090875	LAS1L
hsa_circ_0053464	BIRC6
hsa_circ_0012249	NASP
hsa_circ_0043544	TOP2A
hsa_circ_0014589	ASH1L
hsa_circ_0038564	COG7
hsa_circ_0055608	TCONS_00004336
hsa_circ_0021505	ANO5
hsa_circ_0066462	MAGI1
hsa_circ_0068445	DNAJB11
hsa_circ_0046306	DCXR
hsa_circ_0052498	KIDINS220
hsa_circ_0082965	MLL3
hsa_circ_0006873	PANK2
hsa_circ_0046090	CHMP6
hsa_circ_0036645	AKAP13
hsa_circ_0027341	LRIG3
hsa_circ_0067820	GFM1
hsa_circ_0022685	PLCB3
hsa_circ_0045458	BPTF
hsa_circ_0075328	TBC1D9B
hsa_circ_0051047	FCGBP
hsa_circ_0049183	EIF3G
hsa_circ_0073864	FNIP1
hsa_circ_0068773	LMLN
hsa_circ_0030029	NHLRC3
hsa_circ_0074940	DOCK2
hsa_circ_0001131	TMX4
hsa_circ_0042712	ERAL1
hsa_circ_0061890	PDXK
hsa_circ_0012377	STIL
hsa_circ_0041085	TCF25
hsa_circ_0080114	TBRG4
hsa_circ_0066369	FLNB
hsa_circ_0089571	KIAA1984
hsa_circ_0065587	LAMB2
hsa_circ_0087644	CDC14B
hsa_circ_0078892	None
hsa_circ_0078210	C6orf72
hsa_circ_0034400	C15orf41
hsa_circ_0030769	PCCA
hsa_circ_0089627	UAP1L1
hsa_circ_0081420	AP4M1
hsa_circ_0071483	ODZ3
hsa_circ_0060686	ARFGEF2
hsa_circ_0036008	SMAD3
hsa_circ_0033283	DYNC1H1
hsa_circ_0058114	FN1
hsa_circ_0065727	RNF123
hsa_circ_0009294	SSU72
hsa_circ_0080842	PTPN12
hsa_circ_0057761	TRAK2
hsa_circ_0089067	USP20
hsa_circ_0053507	BIRC6
hsa_circ_0028398	C12orf51
hsa_circ_0071164	LRBA
hsa_circ_0055910	MAP4K4
hsa_circ_0043414	MED1
hsa_circ_0090113	EIF2S3
hsa_circ_0000260	SMC3
hsa_circ_0049471	PRKCSH
hsa_circ_0051829	RUVBL2
hsa_circ_0052323	ZNF274
hsa_circ_0013750	GDAP2
hsa_circ_0023824	ODZ4
hsa_circ_0059299	ATRN
hsa_circ_0053043	ASXL2
hsa_circ_0001990	DMC1
hsa_circ_0048042	MIER2
hsa_circ_0073904	AFF4
hsa_circ_0060982	VAPB
hsa_circ_0077192	DOPEY1
hsa_circ_0022182	CTNND1
hsa_circ_0039576	POLR2C
hsa_circ_0050279	ZNF430
hsa_circ_0016268	MAPKAPK2
hsa_circ_0042406	ULK2
hsa_circ_0047992	ZNF236
hsa_circ_0071146	LRBA
hsa_circ_0000366	SORL1
hsa_circ_0002258	NBPF9
hsa_circ_0046694	YES1
hsa_circ_0084296	PRKDC
hsa_circ_0086089	CPSF1
hsa_circ_0071223	LRBA
hsa_circ_0024258	ZC3H12C
hsa_circ_0057538	None
hsa_circ_0081417	MCM7
hsa_circ_0044872	VMP1
hsa_circ_0008235	NRP1
hsa_circ_0052792	DDX1
hsa_circ_0031153	HNRNPC
hsa_circ_0027584	TRHDE
hsa_circ_0069565	APBB2
hsa_circ_0029900	USPL1
hsa_circ_0061320	LINC00158
hsa_circ_0035742	HERC1
hsa_circ_0063290	CSNK1E
hsa_circ_0034660	INO80
hsa_circ_0019904	COL17A1
hsa_circ_0054063	HEATR5B
hsa_circ_0080805	DTX2
hsa_circ_0054948	UGP2
hsa_circ_0024056	CWC15
hsa_circ_0087027	RNF38
hsa_circ_0062194	USP18
hsa_circ_0044570	COL1A1
hsa_circ_0007847	STXBP6
hsa_circ_0067510	ARMC8
hsa_circ_0075061	C5orf41
hsa_circ_0064959	ULK4
hsa_circ_0045760	SRP68
hsa_circ_0078448	SYNJ2
hsa_circ_0027799	LTA4H
hsa_circ_0056336	ERCC3
hsa_circ_0070991	NAA15
hsa_circ_0088376	RC3H2
hsa_circ_0046649	ARL17A
hsa_circ_0027805	CDK17
hsa_circ_0045633	GGA3
hsa_circ_0088680	FAM129B
hsa_circ_0074630	SLC36A1
hsa_circ_0024406	CEP164
hsa_circ_0009639	H6PD
hsa_circ_0029988	NBEA
hsa_circ_0000582	None
hsa_circ_0038809	XPO6
hsa_circ_0064779	CLASP2
hsa_circ_0089921	PIR-FIGF
hsa_circ_0019117	TNKS2
hsa_circ_0018151	ITGB1
hsa_circ_0042983	SUZ12
hsa_circ_0088984	NUP188
hsa_circ_0009960	VPS13D
hsa_circ_0091537	LOC286467
hsa_circ_0046390	SLC16A3
hsa_circ_0083735	CDCA2
hsa_circ_0038831	CLN3
hsa_circ_0044634	SPAG9
hsa_circ_0050406	ANKRD27
hsa_circ_0049958	USE1
hsa_circ_0005301	KIAA0101
hsa_circ_0047759	NARS
hsa_circ_0047096	MIB1
hsa_circ_0029072	ZCCHC8
hsa_circ_0004596	RAB6A
hsa_circ_0015741	CDC73
hsa_circ_0004185	None
hsa_circ_0077364	MDN1
hsa_circ_0037105	TARSL2
hsa_circ_0046150	ACTG1
hsa_circ_0004580	TASP1
hsa_circ_0016120	SOX13
hsa_circ_0064035	SUMF1
hsa_circ_0090384	RBM10
hsa_circ_0006069	PTPLAD1
hsa_circ_0076734	MCM3
hsa_circ_0025327	LPCAT3
hsa_circ_0022792	CAPN1
hsa_circ_0009713	KIF1B
hsa_circ_0018665	ADAMTS14
hsa_circ_0031178	CHD8
hsa_circ_0021408	ABCC8
hsa_circ_0033209	DYNC1H1
hsa_circ_0079803	NT5C3
hsa_circ_0009785	MTOR
hsa_circ_0028533	RBM19
hsa_circ_0034683	CHP
hsa_circ_0075691	ATXN1
hsa_circ_0074789	ADAM19
hsa_circ_0022743	ARL2
hsa_circ_0018738	ASCC1
hsa_circ_0022117	SSRP1
hsa_circ_0044448	ITGA3
hsa_circ_0062393	PI4KA
hsa_circ_0018717	PSAP
hsa_circ_0058442	ACSL3
hsa_circ_0052963	ATAD2B
hsa_circ_0038258	SMG1
hsa_circ_0042912	NF1
hsa_circ_0022446	EEF1G
hsa_circ_0018281	ZFAND4
hsa_circ_0046553	TBCD
hsa_circ_0057318	ITGAV
hsa_circ_0048451	GNA11
hsa_circ_0084805	PAG1
hsa_circ_0068571	ACAP2
hsa_circ_0060673	ARFGEF2
hsa_circ_0065759	TRAIP
hsa_circ_0026078	PRKAG1
hsa_circ_0016368	INTS7
hsa_circ_0035641	CA12
hsa_circ_0076760	EFHC1
hsa_circ_0039536	CPNE2
hsa_circ_0047360	TRAPPC8
hsa_circ_0088399	RABGAP1
hsa_circ_0028436	OAS3
hsa_circ_0070902	FAT4
hsa_circ_0037876	TXNDC11
hsa_circ_0004263	PRKG1
hsa_circ_0039858	RANBP10
hsa_circ_0086571	KIAA1797
hsa_circ_0005495	PRDM5
hsa_circ_0001883	ORM1
hsa_circ_0069758	PDGFRA
hsa_circ_0041224	MYO1C
hsa_circ_0010903	PNRC2
hsa_circ_0083912	UNC5D
hsa_circ_0068839	CTBP1
hsa_circ_0006467	SIRT3
hsa_circ_0046666	USP14
hsa_circ_0026907	SMARCC2
hsa_circ_0074567	DCTN4
hsa_circ_0020440	DOCK1
hsa_circ_0035399	RFX7
hsa_circ_0029080	KNTC1
hsa_circ_0037339	EME2
hsa_circ_0051568	SYMPK
hsa_circ_0085258	UBR5
hsa_circ_0017116	GPR137B
hsa_circ_0036281	ARID3B
hsa_circ_0037758	GLYR1
hsa_circ_0085012	LAPTM4B
hsa_circ_0068003	FNDC3B
hsa_circ_0008515	ERI3
hsa_circ_0034686	OIP5-AS1
hsa_circ_0034705	RPAP1
hsa_circ_0009807	MTOR
hsa_circ_0053112	TMEM214
hsa_circ_0025358	FOXJ2
hsa_circ_0025171	NCAPD2
hsa_circ_0091053	RPS4X
hsa_circ_0090071	PHEX
hsa_circ_0042703	TLCD1
hsa_circ_0083206	ESYT2
hsa_circ_0047861	PIGN
hsa_circ_0018946	POLR3A
hsa_circ_0072305	LIFR
hsa_circ_0055551	LINC00152
hsa_circ_0060642	PREX1
hsa_circ_0008077	PRRG1
hsa_circ_0029305	NCOR2
hsa_circ_0018448	RHOBTB1
hsa_circ_0029996	DCLK1
hsa_circ_0001118	NDUFA10
hsa_circ_0003135	GTF2H2
hsa_circ_0081841	PUS7
hsa_circ_0017814	FRMD4A
hsa_circ_0007590	LATS2
hsa_circ_0018170	PARD3
hsa_circ_0009388	PANK4
hsa_circ_0029684	XPO4
hsa_circ_0082926	AGAP3
hsa_circ_0082115	SND1
hsa_circ_0027916	DRAM1
hsa_circ_0001388	WHSC1
hsa_circ_0091942	FLNA
hsa_circ_0005875	NPHP3-ACAD11
hsa_circ_0013593	MAGI3
hsa_circ_0044952	USP32
hsa_circ_0031362	GMPR2
hsa_circ_0031110	TEP1
hsa_circ_0029252	GTF2H3
hsa_circ_0074183	MATR3
hsa_circ_0023085	PPP1CA
hsa_circ_0058693	DIS3L2
hsa_circ_0072099	ZFR
hsa_circ_0047899	KDSR
hsa_circ_0005896	TCONS_l2_00023407
hsa_circ_0064069	ITPR1
hsa_circ_0047587	PIAS2
hsa_circ_0062166	BCL2L13
hsa_circ_0050343	DPY19L3
hsa_circ_0056066	ANAPC1
hsa_circ_0012050	SZT2
hsa_circ_0079777	DPY19L1P1
hsa_circ_0081978	DOCK4
hsa_circ_0037143	LUC7L
hsa_circ_0065664	APEH
hsa_circ_0089449	COL5A1
hsa_circ_0083957	ASH2L
hsa_circ_0043706	ACLY
hsa_circ_0004494	PDS5B
hsa_circ_0031003	LAMP1
hsa_circ_0016674	TMEM63A
hsa_circ_0009505	ACOT7
hsa_circ_0006260	SLC41A2
hsa_circ_0082984	MLL3
hsa_circ_0039152	FUS
hsa_circ_0060144	PHF20
hsa_circ_0083073	PAXIP1
hsa_circ_0031413	G2E3
hsa_circ_0007588	VPS13D
hsa_circ_0035515	MYO1E
hsa_circ_0006720	UIMC1
